meta_bat_volt,meta_needs_review,meta_station_id,meta_station_name,meta_version,date_datetime,date_doy,date_hour,date_year,dwpt,dwptF,eto_azmet,eto_azmet_in,heatstress_cottonC,heatstress_cottonF,precip_total,precip_total_in,relative_humidity,sol_rad_total,sol_rad_total_ly,temp_airC,temp_airF,temp_soil_10cmC,temp_soil_10cmF,temp_soil_50cmC,temp_soil_50cmF,vp_actual,vp_deficit,wind_2min_spd_max_mph,wind_2min_spd_max_mps,wind_2min_spd_mean_mph,wind_2min_spd_mean_mps,wind_2min_timestamp,wind_2min_vector_dir,wind_spd_max_mph,wind_spd_max_mps,wind_spd_mph,wind_spd_mps,wind_vector_dir,wind_vector_dir_stand_dev,wind_vector_magnitude,wind_vector_magnitude_mph
12.96,0,az09,Bonita,1,2023-07-02T07:00:00Z,183,0700,2023,1.9,35.4,0.1,0,19.7,67.5,0,0,27,0.54,12.91,22,71.6,29.7,85.5,30.2,86.4,0.7,1.95,4.5,2,2.5,1.1,2023-07-02T06:52:20-07:00,357,6.3,2.8,2.5,1.1,15,21,1,2.2
13.36,0,az09,Bonita,1,2023-07-02T08:00:00Z,183,0800,2023,5.4,41.8,0.3,0.01,23.6,74.5,0,0,25,1.56,37.28,26.9,80.4,29.5,85.1,30.2,86.4,0.9,2.66,7.6,3.4,3.1,1.4,2023-07-02T07:56:10-07:00,307,10.3,4.6,3.1,1.4,335,27,1.3,2.9
13.68,0,az09,Bonita,1,2023-07-02T09:00:00Z,183,0900,2023,6.1,42.9,0.6,0.02,25.5,77.8,0,0,23,2.2,52.58,29.5,85.1,29.8,85.6,30.2,86.4,0.94,3.2,9.4,4.2,5.8,2.6,2023-07-02T08:04:50-07:00,284,11.6,5.2,5.8,2.6,276,23,2.4,5.4
13.77,0,az09,Bonita,1,2023-07-02T10:00:00Z,183,1000,2023,4.3,39.7,0.7,0.03,27.3,81.1,0,0,17,2.71,64.77,32.6,90.7,30.5,86.9,30.1,86.2,0.83,4.1,6.5,2.9,3.6,1.6,2023-07-02T09:54:20-07:00,157,8.3,3.7,3.6,1.6,223,35,1.3,2.9
13.68,0,az09,Bonita,1,2023-07-02T11:00:00Z,183,1100,2023,3,37.5,0.9,0.03,28.1,82.6,0,0,14,3.21,76.72,34.2,93.6,31.6,88.9,30.1,86.2,0.76,4.61,7.6,3.4,4.9,2.2,2023-07-02T10:20:30-07:00,279,9.8,4.4,5.1,2.3,296,38,1.7,3.8
13.35,0,az09,Bonita,1,2023-07-02T12:00:00Z,183,1200,2023,3,37.5,1,0.04,28.7,83.7,0,0,13,3.58,85.56,35.3,95.5,32.8,91,30.1,86.2,0.76,4.97,7.6,3.4,4.5,2,2023-07-02T11:06:10-07:00,306,9.4,4.2,4.5,2,286,31,1.7,3.8
13.21,0,az09,Bonita,1,2023-07-02T13:00:00Z,183,1300,2023,2.3,36.1,1,0.04,29.1,84.4,0,0,12,3.66,87.48,36.1,97,34.1,93.4,30,86,0.72,5.26,8.3,3.7,4.9,2.2,2023-07-02T12:50:00-07:00,254,11.6,5.2,4.9,2.2,260,31,1.9,4.3
13.22,0,az09,Bonita,1,2023-07-02T14:00:00Z,183,1400,2023,2.9,37.1,0.6,0.02,28.9,84,0,0,13,2.17,51.86,35.6,96.1,35.2,95.4,30,86,0.75,5.07,9.6,4.3,4.9,2.2,2023-07-02T13:03:10-07:00,274,15.9,7.1,4.9,2.2,271,33,1.8,4
13.23,0,az09,Bonita,1,2023-07-02T15:00:00Z,183,1500,2023,3.4,38.1,0.7,0.03,29,84.2,0,0,13,2.56,61.19,35.7,96.3,35.9,96.6,30,86,0.78,5.07,7.8,3.5,4.3,1.9,2023-07-02T14:02:20-07:00,289,12.3,5.5,4.3,1.9,273,25,1.7,3.8
13.17,0,az09,Bonita,1,2023-07-02T16:00:00Z,183,1600,2023,3.6,38.5,0.8,0.03,29.3,84.8,0,0,13,2.84,67.88,36.3,97.3,36.4,97.5,29.9,85.8,0.79,5.25,11.9,5.3,6.5,2.9,2023-07-02T15:05:40-07:00,314,14.8,6.6,6.5,2.9,296,21,2.8,6.3
13.18,0,az09,Bonita,1,2023-07-02T17:00:00Z,183,1700,2023,3.9,39.1,0.6,0.02,29,84.2,0,0,14,2.05,49,35.7,96.3,36.9,98.4,29.9,85.8,0.81,5.04,9.8,4.4,6,2.7,2023-07-02T16:00:50-07:00,303,12.3,5.5,6,2.7,282,21,2.5,5.6
13.22,0,az09,Bonita,1,2023-07-02T18:00:00Z,183,1800,2023,3.4,38.1,0.4,0.01,28.1,82.6,0,0,14,1.25,29.88,34.2,93.6,37.2,99,29.9,85.8,0.78,4.61,10.5,4.7,7.2,3.2,2023-07-02T17:23:50-07:00,301,14.3,6.4,7.2,3.2,291,16,3.1,6.9
13.17,0,az09,Bonita,1,2023-07-02T19:00:00Z,183,1900,2023,3.8,38.8,0.2,0.01,27,80.6,0,0,17,0.52,12.43,32.2,90,37,98.6,30,86,0.8,4,8.3,3.7,6,2.7,2023-07-02T18:06:20-07:00,282,11.2,5,6,2.7,294,16,2.6,5.8
13.1,0,az09,Bonita,1,2023-07-02T20:00:00Z,183,2000,2023,3.6,38.5,0.1,0,24.3,75.8,0,0,21,0.05,1.2,28.1,82.6,36.5,97.7,30,86,0.79,3.01,7.4,3.3,4,1.8,2023-07-02T19:03:00-07:00,302,8.9,4,4,1.8,310,12,1.8,4
13.06,0,az09,Bonita,1,2023-07-02T21:00:00Z,183,2100,2023,0.9,33.5,0.1,0,22,71.5,0,0,19,0,0,26.6,79.9,35.8,96.4,30,86,0.65,2.84,5.8,2.6,4.7,2.1,2023-07-02T20:14:30-07:00,329,6.9,3.1,4.7,2.1,337,14,2,4.5
13.03,0,az09,Bonita,1,2023-07-02T22:00:00Z,183,2200,2023,2.5,36.4,0.1,0,19.8,67.6,0,0,24,0,0,24.3,75.7,35,95,30.1,86.2,0.73,2.31,4.3,1.9,2.7,1.2,2023-07-02T21:00:50-07:00,349,5.1,2.3,2.5,1.1,333,11,1.1,2.5
12.99,0,az09,Bonita,1,2023-07-02T23:00:00Z,183,2300,2023,5.3,41.5,0,0,18.3,65,0,0,33,0,0,22.5,72.5,34.3,93.7,30.1,86.2,0.89,1.83,2.5,1.1,0.9,0.4,2023-07-02T22:39:00-07:00,314,2.9,1.3,0.7,0.3,302,14,0.3,0.7
12.93,0,az12,Phoenix Greenway,1,2023-07-01T19:00:00Z,182,1900,2023,-1.2,29.9,0.2,0.01,31.5,88.7,0,0,7,0.6,14.34,41.7,107.1,35.1,95.2,28.3,82.9,0.56,7.5,8.1,3.6,5.6,2.5,2023-07-01T18:07:30-07:00,225,11.4,5.1,5.4,2.4,252,26,2.2,4.9
12.91,0,az12,Phoenix Greenway,1,2023-07-01T20:00:00Z,182,2000,2023,-0.7,30.7,0.2,0.01,30.8,87.5,0,0,8,0.09,2.15,40.1,104.2,35.1,95.2,28.3,82.9,0.58,6.84,5.8,2.6,3.8,1.7,2023-07-01T19:23:20-07:00,217,8.9,4,3.8,1.7,220,19,1.6,3.6
12.88,0,az12,Phoenix Greenway,1,2023-07-01T21:00:00Z,182,2100,2023,3.6,38.5,0.1,0,31.9,89.4,0,0,13,0,0,36.3,97.3,34.8,94.6,28.3,82.9,0.79,5.28,3.8,1.7,0.7,0.3,2023-07-01T20:00:50-07:00,217,5.6,2.5,0.4,0.2,215,9,0.2,0.4
12.84,0,az12,Phoenix Greenway,1,2023-07-01T22:00:00Z,182,2200,2023,5.1,41.2,0.1,0,29.8,85.7,0,0,17,0,0,34,93.2,34.5,94.1,28.3,82.9,0.88,4.44,4.5,2,0.9,0.4,2023-07-01T21:58:10-07:00,219,7.6,3.4,0.9,0.4,217,12,0.4,0.9
12.81,0,az12,Phoenix Greenway,1,2023-07-01T23:00:00Z,182,2300,2023,3.6,38.5,0.1,0,30.2,86.3,0,0,14,0,0,34.6,94.3,34,93.2,28.3,82.9,0.79,4.71,3.4,1.5,1.3,0.6,2023-07-01T22:01:50-07:00,230,4.9,2.2,1.3,0.6,222,17,0.5,1.1
12.8,0,az12,Phoenix Greenway,2,2023-07-01T23:59:59Z,182,2400,2023,6.8,44.3,0.1,0,27.9,82.2,0,0,21,0,0,31.9,89.4,33.6,92.5,28.4,83.1,0.99,3.74,1.1,0.5,0,0,2023-07-01T23:00:10-07:00,206,1.6,0.7,0,0,186,10,0,0
12.76,0,az12,Phoenix Greenway,2,2023-07-02T01:00:00Z,183,0100,2023,8.8,47.8,0,0,25,77,0,0,29,0,0,28.7,83.7,33.1,91.6,28.4,83.1,1.13,2.8,0.4,0.2,0,0,2023-07-02T00:22:20-07:00,123,2,0.9,0,0,134,5,0,0
12.74,0,az12,Phoenix Greenway,2,2023-07-02T02:00:00Z,183,0200,2023,6.5,43.7,0,0,25.4,77.7,0,0,24,0,0,29.4,84.9,32.6,90.7,28.4,83.1,0.97,3.14,0.9,0.4,0,0,2023-07-02T01:18:50-07:00,252,2.2,1,0,0,229,9,0,0
12.71,0,az12,Phoenix Greenway,1,2023-07-02T03:00:00Z,183,0300,2023,7.7,45.8,0,0,23,73.5,0,0,30,0,0,26.9,80.4,32.1,89.8,28.5,83.3,1.05,2.5,0.2,0.1,0,0,2023-07-02T02:42:00-07:00,148,1.6,0.7,0,0,136,2,0,0
12.69,0,az12,Phoenix Greenway,1,2023-07-02T04:00:00Z,183,0400,2023,7,44.5,0,0,22.5,72.6,0,0,29,0,0,26.5,79.7,31.6,88.9,28.5,83.3,1,2.45,0,0,0,0,2023-07-02T03:00:10-07:00,0,0,0,0,0,0,0,0,0
12.68,0,az12,Phoenix Greenway,1,2023-07-02T05:00:00Z,183,0500,2023,5.6,42.1,0,0,22.2,71.9,0,0,27,0,0,26.3,79.3,31.2,88.2,28.5,83.3,0.91,2.51,0.7,0.3,0,0,2023-07-02T04:17:50-07:00,86,1.8,0.8,0,0,54,6,0,0
12.66,0,az12,Phoenix Greenway,1,2023-07-02T06:00:00Z,183,0600,2023,6.4,43.5,0.1,0,22.8,73.1,0,0,29,0.06,1.43,25.6,78.1,30.7,87.3,28.5,83.3,0.96,2.32,1.8,0.8,0.2,0.1,2023-07-02T05:09:40-07:00,11,2.5,1.1,0.2,0.1,30,12,0.1,0.2
12.67,0,az12,Phoenix Greenway,1,2023-07-02T07:00:00Z,183,0700,2023,8.1,46.6,0.1,0,24.4,75.8,0,0,29,0.47,11.23,27.6,81.7,30.3,86.5,28.6,83.5,1.08,2.64,3.4,1.5,1.6,0.7,2023-07-02T06:09:40-07:00,167,3.8,1.7,1.6,0.7,164,12,0.7,1.6
12.69,0,az12,Phoenix Greenway,1,2023-07-02T08:00:00Z,183,0800,2023,6.4,43.5,0.3,0.01,27,80.6,0,0,20,1.2,28.68,31.8,89.2,29.9,85.8,28.6,83.5,0.96,3.74,4.3,1.9,2,0.9,2023-07-02T07:15:10-07:00,176,5.4,2.4,2.2,1,172,15,0.9,2
12.74,0,az12,Phoenix Greenway,1,2023-07-02T09:00:00Z,183,0900,2023,4.1,39.4,0.4,0.02,28.1,82.5,0,0,15,1.89,45.17,34,93.2,29.8,85.6,28.6,83.5,0.82,4.51,3.6,1.6,1.6,0.7,2023-07-02T08:12:00-07:00,204,4.9,2.2,1.6,0.7,178,19,0.6,1.3
13.25,0,az12,Phoenix Greenway,1,2023-07-02T10:00:00Z,183,1000,2023,4.3,39.7,0.6,0.02,28.8,83.9,0,0,15,2.46,58.8,35.3,95.5,29.8,85.6,28.6,83.5,0.83,4.9,4.9,2.2,2.7,1.2,2023-07-02T09:44:10-07:00,177,6.3,2.8,2.7,1.2,190,40,0.9,2
13.36,0,az12,Phoenix Greenway,1,2023-07-02T11:00:00Z,183,1100,2023,5,40.9,0.8,0.03,29.7,85.5,0,0,14,3.01,71.94,36.9,98.4,30.2,86.4,28.6,83.5,0.87,5.38,6.5,2.9,3.8,1.7,2023-07-02T10:58:10-07:00,184,9.4,4.2,3.8,1.7,172,27,1.5,3.4
13.51,0,az12,Phoenix Greenway,1,2023-07-02T12:00:00Z,183,1200,2023,3.6,38.5,0.9,0.04,30.3,86.6,0,0,12,3.34,79.83,38.3,100.9,30.8,87.4,28.6,83.5,0.79,5.94,7.4,3.3,4.9,2.2,2023-07-02T11:51:50-07:00,226,9.6,4.3,4.9,2.2,223,30,1.9,4.3
13.5,0,az12,Phoenix Greenway,1,2023-07-02T13:00:00Z,183,1300,2023,2.5,36.4,1,0.04,30.7,87.3,0,0,10,3.48,83.17,39.3,102.7,31.6,88.9,28.5,83.3,0.73,6.38,8.5,3.8,5.1,2.3,2023-07-02T12:29:10-07:00,221,12.1,5.4,5.1,2.3,223,33,1.9,4.3
13.3,0,az12,Phoenix Greenway,1,2023-07-02T14:00:00Z,183,1400,2023,1.9,35.4,1,0.04,31.3,88.3,0,0,9,3.39,81.02,40.6,105.1,32.5,90.5,28.5,83.3,0.7,6.9,8.1,3.6,5.8,2.6,2023-07-02T13:54:00-07:00,275,11.4,5.1,5.6,2.5,243,33,2.1,4.7
13.02,0,az12,Phoenix Greenway,1,2023-07-02T15:00:00Z,183,1500,2023,1.5,34.7,0.9,0.04,31.6,88.9,0,0,8,3.09,73.85,41.6,106.9,33.4,92.1,28.5,83.3,0.68,7.35,10.7,4.8,6.9,3.1,2023-07-02T14:43:30-07:00,243,16.3,7.3,6.9,3.1,251,33,2.6,5.8
12.99,0,az12,Phoenix Greenway,1,2023-07-02T16:00:00Z,183,1600,2023,0.9,33.5,0.8,0.03,31.9,89.5,0,0,8,2.61,62.38,42.6,108.7,34.2,93.6,28.5,83.3,0.65,7.83,10.5,4.7,7.2,3.2,2023-07-02T15:53:30-07:00,230,13.6,6.1,7.2,3.2,236,31,2.8,6.3
12.99,0,az12,Phoenix Greenway,1,2023-07-02T17:00:00Z,183,1700,2023,0.4,32.8,0.7,0.03,32,89.7,0,0,7,1.98,47.32,42.9,109.2,34.8,94.6,28.4,83.1,0.63,7.96,11.2,5,7.8,3.5,2023-07-02T16:56:30-07:00,235,14.3,6.4,8.1,3.6,233,24,3.2,7.2
12.98,0,az12,Phoenix Greenway,1,2023-07-02T18:00:00Z,183,1800,2023,0.2,32.4,0.5,0.02,32,89.6,0,0,7,1.29,30.83,42.8,109,35.2,95.4,28.4,83.1,0.62,7.91,11.4,5.1,8.5,3.8,2023-07-02T17:03:40-07:00,214,16.6,7.4,8.5,3.8,224,20,3.6,8.1
12.93,0,az12,Phoenix Greenway,1,2023-07-02T19:00:00Z,183,1900,2023,0.6,33.2,0.3,0.01,31.7,89.1,0,0,8,0.59,14.1,42,107.6,35.4,95.7,28.4,83.1,0.64,7.54,11.6,5.2,8.5,3.8,2023-07-02T18:28:40-07:00,228,16.1,7.2,8.3,3.7,228,19,3.5,7.8
12.91,0,az12,Phoenix Greenway,1,2023-07-02T20:00:00Z,183,2000,2023,1.3,34.3,0.2,0.01,31.2,88.2,0,0,9,0.09,2.15,40.7,105.3,35.3,95.5,28.4,83.1,0.67,6.98,8.9,4,6.3,2.8,2023-07-02T19:21:20-07:00,231,12.3,5.5,6.3,2.8,228,17,2.6,5.8
12.88,0,az12,Phoenix Greenway,1,2023-07-02T21:00:00Z,183,2100,2023,2.7,36.8,0.2,0.01,34.8,94.6,0,0,11,0,0,39.2,102.6,35.1,95.2,28.4,83.1,0.74,6.31,7.6,3.4,6,2.7,2023-07-02T20:12:10-07:00,227,10.7,4.8,6,2.7,234,20,2.5,5.6
12.85,0,az12,Phoenix Greenway,1,2023-07-02T22:00:00Z,183,2200,2023,5.9,42.6,0.2,0.01,33.8,92.8,0,0,14,0,0,37.9,100.2,34.8,94.6,28.5,83.3,0.93,5.67,8.5,3.8,5.6,2.5,2023-07-02T21:45:10-07:00,234,12.5,5.6,5.6,2.5,233,19,2.4,5.4
12.83,0,az12,Phoenix Greenway,1,2023-07-02T23:00:00Z,183,2300,2023,7.7,45.8,0.2,0.01,33,91.5,0,0,17,0,0,36.9,98.4,34.4,93.9,28.5,83.3,1.05,5.2,9.4,4.2,6.7,3,2023-07-02T22:56:10-07:00,245,13,5.8,6.7,3,230,18,2.9,6.5
13.27,0,az14,Yuma N.Gila,1,2023-07-01T19:00:00Z,182,1900,2023,17.2,62.9,0.2,0.01,30.3,86.6,0,0,35,0.69,16.49,35.1,95.2,43.5,110.3,34.4,93.9,1.96,3.71,5.4,2.4,4.7,2.1,2023-07-01T18:49:20-07:00,233,6,2.7,4.7,2.1,230,7,2.1,4.7
13.05,0,az14,Yuma N.Gila,1,2023-07-01T20:00:00Z,182,2000,2023,16.9,62.5,0.1,0,28.8,83.9,0,0,40,0.13,3.11,32.5,90.5,41.9,107.4,34.5,94.1,1.93,2.95,4.9,2.2,4,1.8,2023-07-01T19:15:50-07:00,213,5.4,2.4,4,1.8,205,11,1.7,3.8
13,0,az14,Yuma N.Gila,1,2023-07-01T21:00:00Z,182,2100,2023,17.1,62.8,0.1,0,27.2,80.9,0,0,48,0,0,29.3,84.7,40.2,104.4,34.6,94.3,1.95,2.14,4,1.8,2.7,1.2,2023-07-01T20:12:00-07:00,198,4.9,2.2,2.7,1.2,185,12,1.2,2.7
12.96,0,az14,Yuma N.Gila,1,2023-07-01T22:00:00Z,182,2200,2023,15.7,60.2,0,0,24.8,76.7,0,0,49,0,0,27.3,81.1,38.6,101.5,34.7,94.5,1.78,1.85,2.5,1.1,0.7,0.3,2023-07-01T21:09:30-07:00,155,2.7,1.2,0.7,0.3,167,13,0.3,0.7
12.93,0,az14,Yuma N.Gila,1,2023-07-01T23:00:00Z,182,2300,2023,16,60.8,0,0,23.9,75,0,0,53,0,0,26.3,79.3,37.3,99.1,34.9,94.8,1.82,1.6,2.5,1.1,0.4,0.2,2023-07-01T22:29:40-07:00,114,2.9,1.3,0.4,0.2,74,32,0.1,0.2
12.92,0,az14,Yuma N.Gila,1,2023-07-01T23:59:59Z,182,2400,2023,15.5,59.9,0.1,0,23.5,74.4,0,0,53,0,0,26,78.8,36.1,97,35,95,1.76,1.61,4.7,2.1,3.1,1.4,2023-07-01T23:53:10-07:00,290,4.9,2.2,3.1,1.4,275,22,1.3,2.9
12.89,0,az14,Yuma N.Gila,1,2023-07-02T01:00:00Z,183,0100,2023,15.2,59.4,0,0,21,69.7,0,0,60,0,0,23.5,74.3,35,95,35,95,1.73,1.16,4.9,2.2,2.7,1.2,2023-07-02T00:23:20-07:00,292,5.6,2.5,2.7,1.2,291,20,1.1,2.5
12.86,0,az14,Yuma N.Gila,1,2023-07-02T02:00:00Z,183,0200,2023,16.3,61.3,0,0,20.2,68.3,0,0,68,0,0,22.5,72.5,34.1,93.4,35.1,95.2,1.85,0.88,2,0.9,0.2,0.1,2023-07-02T01:06:50-07:00,123,2.2,1,0.2,0.1,151,19,0.1,0.2
12.83,0,az14,Yuma N.Gila,1,2023-07-02T03:00:00Z,183,0300,2023,15.2,59.4,0,0,19.9,67.7,0,0,64,0,0,22.4,72.3,33.2,91.8,35.2,95.4,1.73,0.99,3.4,1.5,1.8,0.8,2023-07-02T02:35:20-07:00,147,3.8,1.7,1.8,0.8,147,39,0.5,1.1
12.81,0,az14,Yuma N.Gila,1,2023-07-02T04:00:00Z,183,0400,2023,14.7,58.4,0,0,18.9,66.1,0,0,65,0,0,21.6,70.9,32.5,90.5,35.2,95.4,1.67,0.91,3.8,1.7,0.4,0.2,2023-07-02T03:04:00-07:00,330,4.3,1.9,0.4,0.2,3,25,0.1,0.2
12.77,0,az14,Yuma N.Gila,1,2023-07-02T05:00:00Z,183,0500,2023,13.7,56.7,0,0,18.8,65.9,0,0,60,0,0,21.7,71.1,31.8,89.2,35.2,95.4,1.57,1.04,0.7,0.3,0,0,2023-07-02T04:44:50-07:00,62,1.6,0.7,0,0,62,0,0,0
12.75,0,az14,Yuma N.Gila,1,2023-07-02T06:00:00Z,183,0600,2023,16,60.8,0,0,21.1,70,0,0,70,0.03,0.72,21.7,71.1,31.2,88.2,35.2,95.4,1.82,0.77,2,0.9,0.2,0.1,2023-07-02T05:33:30-07:00,179,2.5,1.1,0.2,0.1,181,1,0.1,0.2
12.81,0,az14,Yuma N.Gila,1,2023-07-02T07:00:00Z,183,0700,2023,15.7,60.3,0,0,22.3,72.1,0,0,62,0.43,10.28,23.3,73.9,30.8,87.4,35.1,95.2,1.79,1.08,1.3,0.6,0,0,2023-07-02T06:52:40-07:00,214,3.4,1.5,0,0,190,7,0,0
13.28,0,az14,Yuma N.Gila,1,2023-07-02T08:00:00Z,183,0800,2023,18.2,64.7,0.2,0.01,25.4,77.8,0,0,59,1.11,26.53,27,80.6,31.1,88,35.1,95.2,2.09,1.47,3.4,1.5,0.9,0.4,2023-07-02T07:54:20-07:00,246,3.8,1.7,0.9,0.4,248,10,0.4,0.9
13.78,0,az14,Yuma N.Gila,1,2023-07-02T09:00:00Z,183,0900,2023,15.5,59.9,0.4,0.02,26.7,80.1,0,0,43,1.81,43.26,29.6,85.3,32.3,90.1,35,95,1.76,2.4,10.7,4.8,4.9,2.2,2023-07-02T08:58:40-07:00,185,14.3,6.4,4.9,2.2,202,31,1.9,4.3
13.8,0,az14,Yuma N.Gila,1,2023-07-02T10:00:00Z,183,1000,2023,12,53.5,0.7,0.03,27.8,82,0,0,29,2.45,58.56,32.1,89.8,33.8,92.8,34.9,94.8,1.4,3.39,13.9,6.2,10.3,4.6,2023-07-02T09:49:30-07:00,186,16.6,7.4,10.3,4.6,184,12,4.5,10.1
13.75,0,az14,Yuma N.Gila,1,2023-07-02T11:00:00Z,183,1100,2023,14.9,58.7,0.9,0.03,29.1,84.4,0,0,32,2.98,71.22,33.6,92.5,35.6,96.1,34.8,94.6,1.69,3.5,13,5.8,10.5,4.7,2023-07-02T10:43:10-07:00,190,16.6,7.4,10.5,4.7,187,14,4.6,10.3
13.71,0,az14,Yuma N.Gila,1,2023-07-02T12:00:00Z,183,1200,2023,16.6,61.9,0.9,0.04,30.1,86.3,0,0,34,3.33,79.59,34.9,94.8,37.5,99.5,34.7,94.5,1.89,3.7,12.5,5.6,9.4,4.2,2023-07-02T11:13:10-07:00,180,15.7,7,9.4,4.2,190,14,4.1,9.2
13.67,0,az14,Yuma N.Gila,1,2023-07-02T13:00:00Z,183,1300,2023,17.9,64.2,1,0.04,31,87.7,0,0,34,3.45,82.46,36,96.8,39.6,103.3,34.7,94.5,2.05,3.9,11.4,5.1,7.8,3.5,2023-07-02T12:22:40-07:00,174,13.6,6.1,7.8,3.5,193,14,3.4,7.6
13.65,0,az14,Yuma N.Gila,1,2023-07-02T14:00:00Z,183,1400,2023,18.9,66,0.9,0.04,31.8,89.2,0,0,35,3.43,81.98,37.2,99,41.5,106.7,34.6,94.3,2.18,4.15,10.1,4.5,7.2,3.2,2023-07-02T13:19:40-07:00,187,11.9,5.3,7.2,3.2,193,16,3,6.7
13.59,0,az14,Yuma N.Gila,1,2023-07-02T15:00:00Z,183,1500,2023,20.6,69.1,0.8,0.03,32.5,90.5,0,0,37,3.16,75.53,37.9,100.2,43.1,109.6,34.6,94.3,2.43,4.15,8.5,3.8,5.6,2.5,2023-07-02T14:24:50-07:00,196,11,4.9,5.6,2.5,206,21,2.3,5.1
13.57,0,az14,Yuma N.Gila,1,2023-07-02T16:00:00Z,183,1600,2023,20.9,69.6,0.7,0.03,32.8,91,0,0,37,2.7,64.53,38.3,100.9,44.2,111.6,34.5,94.1,2.47,4.25,7.8,3.5,5.1,2.3,2023-07-02T15:47:30-07:00,205,11.6,5.2,5.1,2.3,207,18,2.2,4.9
13.56,0,az14,Yuma N.Gila,1,2023-07-02T17:00:00Z,183,1700,2023,19.6,67.3,0.6,0.02,32.5,90.5,0,0,34,2.1,50.19,38.4,101.1,44.7,112.5,34.5,94.1,2.28,4.5,7.8,3.5,5.4,2.4,2023-07-02T16:44:40-07:00,188,9.6,4.3,5.4,2.4,185,19,2.3,5.1
13.58,0,az14,Yuma N.Gila,1,2023-07-02T18:00:00Z,183,1800,2023,19.8,67.6,0.4,0.01,32.2,89.9,0,0,36,1.41,33.7,37.6,99.7,44.3,111.7,34.6,94.3,2.31,4.16,6.9,3.1,4.5,2,2023-07-02T17:14:50-07:00,178,9.4,4.2,4.5,2,193,19,1.9,4.3
13.27,0,az14,Yuma N.Gila,1,2023-07-02T19:00:00Z,183,1900,2023,19,66.2,0.2,0.01,31.1,87.9,0,0,38,0.69,16.49,35.8,96.4,43.3,109.9,34.6,94.3,2.2,3.68,5.4,2.4,4.7,2.1,2023-07-02T18:09:30-07:00,190,6.5,2.9,4.7,2.1,190,9,2,4.5
13.06,0,az14,Yuma N.Gila,1,2023-07-02T20:00:00Z,183,2000,2023,18.3,64.9,0.1,0,28.9,83.9,0,0,44,0.14,3.35,32.2,90,41.8,107.2,34.7,94.5,2.1,2.71,5.1,2.3,4.7,2.1,2023-07-02T19:50:50-07:00,221,5.6,2.5,4.7,2.1,208,8,2,4.5
13,0,az14,Yuma N.Gila,1,2023-07-02T21:00:00Z,183,2100,2023,17.4,63.3,0.1,0,27,80.6,0,0,49,0,0,29.1,84.4,40.1,104.2,34.8,94.6,1.99,2.05,4.3,1.9,1.8,0.8,2023-07-02T20:13:30-07:00,201,4.3,1.9,1.8,0.8,210,35,0.6,1.3
12.96,0,az14,Yuma N.Gila,1,2023-07-02T22:00:00Z,183,2200,2023,16.5,61.7,0,0,25.6,78.1,0,0,50,0,0,27.9,82.2,38.5,101.3,34.9,94.8,1.88,1.88,3.1,1.4,0.7,0.3,2023-07-02T21:46:10-07:00,309,3.4,1.5,0.7,0.3,306,35,0.1,0.2
12.93,0,az14,Yuma N.Gila,1,2023-07-02T23:00:00Z,183,2300,2023,17.6,63.6,0,0,24.4,75.9,0,0,58,0,0,26.4,79.5,37.2,99,35,95,2.01,1.45,4.7,2.1,2,0.9,2023-07-02T22:59:10-07:00,256,4.9,2.2,2.2,1,244,13,0.9,2
12.92,0,az15,Phoenix Encanto,1,2023-07-01T19:00:00Z,182,1900,2023,-1.7,29,0.2,0.01,31.3,88.3,0,0,7,0.6,14.34,41.3,106.3,30.6,87.1,25.7,78.3,0.54,7.36,8.5,3.8,5.6,2.5,2023-07-01T18:18:00-07:00,240,10.3,4.6,5.6,2.5,255,21,2.3,5.1
12.88,0,az15,Phoenix Encanto,1,2023-07-01T20:00:00Z,182,2000,2023,-1.7,29,0.2,0.01,30.8,87.5,0,0,7,0.08,1.91,40.1,104.2,29.8,85.6,25.7,78.3,0.54,6.87,6.3,2.8,4,1.8,2023-07-01T19:03:10-07:00,250,8.3,3.7,3.8,1.7,248,17,1.7,3.8
12.85,0,az15,Phoenix Encanto,2,2023-07-01T21:00:00Z,182,2100,2023,3.6,38.5,0.1,0,33.3,92,0,0,13,0,0,37.6,99.7,29,84.2,25.7,78.3,0.79,5.72,3.4,1.5,1.6,0.7,2023-07-01T20:22:40-07:00,235,4.5,2,1.6,0.7,237,13,0.7,1.6
12.83,0,az15,Phoenix Encanto,2,2023-07-01T22:00:00Z,182,2200,2023,7.8,46.1,0.1,0,27.3,81.1,0,0,24,0,0,31.1,88,28,82.4,25.8,78.4,1.06,3.5,3.6,1.6,0.7,0.3,2023-07-01T21:54:10-07:00,244,5.4,2.4,0.9,0.4,239,10,0.3,0.7
12.81,0,az15,Phoenix Encanto,1,2023-07-01T23:00:00Z,182,2300,2023,1.5,34.7,0.1,0,30.7,87.3,0,0,12,0,0,35.3,95.5,27.4,81.3,25.8,78.4,0.68,5.05,2.7,1.2,0.7,0.3,2023-07-01T22:05:10-07:00,244,3.6,1.6,0.7,0.3,261,12,0.3,0.7
