meta_bat_volt,meta_needs_review,meta_station_id,meta_station_name,meta_version,date_datetime,date_doy,date_hour,date_year,dwpt,dwptF,eto_azmet,eto_azmet_in,heatstress_cottonC,heatstress_cottonF,precip_total,precip_total_in,relative_humidity,sol_rad_total,sol_rad_total_ly,temp_airC,temp_airF,temp_soil_10cmC,temp_soil_10cmF,temp_soil_50cmC,temp_soil_50cmF,vp_actual,vp_deficit,wind_2min_spd_max_mph,wind_2min_spd_max_mps,wind_2min_spd_mean_mph,wind_2min_spd_mean_mps,wind_2min_timestamp,wind_2min_vector_dir,wind_spd_max_mph,wind_spd_max_mps,wind_spd_mph,wind_spd_mps,wind_vector_dir,wind_vector_dir_stand_dev,wind_vector_magnitude,wind_vector_magnitude_mph
12.87,0,az01,Tucson,1,2023-07-01T19:00:00Z,182,1900,2023,50,27.6,0.2,0.01,30.5,86.8,0,0,7,0.54,12.91,39.4,102.9,40.9,105.6,30.9,87.6,0.51,6.62,6.7,3,4.5,2,2023-07-01T18:44:40-07:00,282,8.7,3.9,4.5,2,292,26,1.8,4
12.82,0,az01,Tucson,1,2023-07-01T20:00:00Z,182,2000,2023,-2.5,27.6,0.2,0.01,29.4,85,0,0,8,0.07,1.67,37.3,99.1,40,104,30.9,87.6,0.51,5.87,7.2,3.2,4.7,2.1,2023-07-01T19:06:10-07:00,283,9.8,4.4,4.7,2.1,295,14,2,4.5
12.79,0,az01,Tucson,1,2023-07-01T21:00:00Z,182,2100,2023,-1.2,29.9,0.1,0,28.8,83.8,0,0,11,0,0,33.6,92.5,39,102.2,31,87.8,0.56,4.65,2.7,1.2,0.7,0.3,2023-07-01T20:03:50-07:00,280,3.6,1.6,0.7,0.3,289,7,0.2,0.4
12.76,0,az01,Tucson,1,2023-07-01T22:00:00Z,182,2200,2023,-1.2,29.9,0.1,0,27.2,80.9,0,0,12,0,0,32,89.6,37.8,100,31.1,88,0.56,4.2,2.7,1.2,1.1,0.5,2023-07-01T21:13:30-07:00,250,5.4,2.4,1.1,0.5,282,29,0.4,0.9
12.74,0,az01,Tucson,1,2023-07-01T23:00:00Z,182,2300,2023,0.2,32.4,0.1,0,24.5,76,0,0,15,0,0,29.2,84.6,36.8,98.2,31.2,88.2,0.62,3.46,2.2,1,0.4,0.2,2023-07-01T22:09:00-07:00,246,2.9,1.3,0.4,0.2,251,15,0.1,0.2
12.72,0,az01,Tucson,1,2023-07-01T23:59:59Z,182,2400,2023,-0.5,31.1,0.1,0,24.6,76.3,0,0,14,0,0,29.4,84.9,35.8,96.4,31.3,88.3,0.59,3.53,5.1,2.3,2.5,1.1,2023-07-01T23:47:00-07:00,298,7.2,3.2,2.5,1.1,280,32,0.9,2
12.71,0,az01,Tucson,1,2023-07-02T01:00:00Z,183,0100,2023,0.2,32.4,0.1,0,22.8,73,0,0,17,0,0,27.5,81.5,35,95,31.3,88.3,0.62,3.07,3.8,1.7,1.1,0.5,2023-07-02T00:17:30-07:00,63,4.3,1.9,1.1,0.5,98,40,0.3,0.7
12.69,0,az01,Tucson,1,2023-07-02T02:00:00Z,183,0200,2023,0.9,33.5,0.1,0,20.7,69.3,0,0,20,0,0,25.4,77.7,34.1,93.4,31.4,88.5,0.65,2.59,3.4,1.5,2,0.9,2023-07-02T01:15:20-07:00,114,5.4,2.4,2,0.9,107,27,0.8,1.8
12.66,0,az01,Tucson,1,2023-07-02T03:00:00Z,183,0300,2023,0.9,33.5,0,0,19.2,66.6,0,0,22,0,0,23.9,75,33.4,92.1,31.4,88.5,0.65,2.33,2.9,1.3,1.3,0.6,2023-07-02T02:05:20-07:00,109,3.1,1.4,1.3,0.6,107,31,0.5,1.1
12.64,0,az01,Tucson,1,2023-07-02T04:00:00Z,183,0400,2023,1.3,34.3,0,0,17,62.6,0,0,26,0,0,21.6,70.9,32.7,90.9,31.5,88.7,0.67,1.91,2.9,1.3,0.7,0.3,2023-07-02T03:04:20-07:00,60,3.1,1.4,0.7,0.3,64,9,0.3,0.7
12.62,0,az01,Tucson,1,2023-07-02T05:00:00Z,183,0500,2023,1.7,35,0,0,15.6,60.1,0,0,29,0,0,20.2,68.4,32,89.6,31.5,88.7,0.69,1.68,2.2,1,0.4,0.2,2023-07-02T04:00:50-07:00,51,2.7,1.2,0.4,0.2,78,10,0.2,0.4
12.6,0,az01,Tucson,1,2023-07-02T07:00:00Z,183,0700,2023,2.9,37.1,0.1,0,19.9,67.8,0,0,29,0.53,12.67,22.1,71.8,30.8,87.4,31.5,88.7,0.75,1.92,4,1.8,1.1,0.5,2023-07-02T06:50:30-07:00,86,4.9,2.2,0.9,0.4,96,12,0.4,0.9
12.72,0,az01,Tucson,1,2023-07-02T08:00:00Z,183,0800,2023,1.9,35.4,0.3,0.01,23.7,74.7,0,0,19,1.26,30.11,27.4,81.3,30.6,87.1,31.4,88.5,0.7,2.96,8.1,3.6,4.3,1.9,2023-07-02T07:44:50-07:00,94,8.9,4,4.5,2,98,18,1.9,4.3
13.27,0,az01,Tucson,1,2023-07-02T09:00:00Z,183,0900,2023,1.5,34.7,0.6,0.02,25.9,78.7,0,0,15,2.13,50.91,30.8,87.4,31.1,88,31.4,88.5,0.68,3.77,7.6,3.4,6,2.7,2023-07-02T08:39:20-07:00,101,9.2,4.1,6,2.7,107,17,2.6,5.8
13.43,0,az01,Tucson,1,2023-07-02T10:00:00Z,183,1000,2023,1.3,34.3,0.7,0.03,28,82.3,0,0,12,2.79,66.68,34.2,93.6,32.2,90,31.3,88.3,0.67,4.73,6.9,3.1,3.8,1.7,2023-07-02T09:03:40-07:00,115,8.7,3.9,3.6,1.6,117,31,1.4,3.1
13.61,0,az01,Tucson,1,2023-07-02T11:00:00Z,183,1100,2023,0.9,33.5,0.9,0.03,29.5,85,0,0,10,3.3,78.87,36.9,98.4,33.7,92.7,31.2,88.2,0.65,5.58,7.2,3.2,3.6,1.6,2023-07-02T10:36:30-07:00,279,9.6,4.3,3.6,1.6,267,32,1.4,3.1
13.58,0,az01,Tucson,1,2023-07-02T12:00:00Z,183,1200,2023,0.6,33.2,1,0.04,30.1,86.2,0,0,10,3.59,85.8,38.3,100.9,35.5,95.9,31.1,88,0.64,6.11,8.9,4,5.8,2.6,2023-07-02T11:40:10-07:00,287,11.4,5.1,6,2.7,288,30,2.3,5.1
13.45,0,az01,Tucson,1,2023-07-02T13:00:00Z,183,1300,2023,-0,32,1.1,0.04,30.7,87.3,0,0,8,3.67,87.72,39.8,103.6,37.3,99.1,31.1,88,0.61,6.7,11.9,5.3,7.2,3.2,2023-07-02T12:35:00-07:00,281,15.2,6.8,7.2,3.2,306,29,2.8,6.3
13.11,0,az01,Tucson,1,2023-07-02T14:00:00Z,183,1400,2023,-0.2,31.6,1.1,0.04,31.1,87.9,0,0,8,3.53,84.37,40.6,105.1,38.8,101.8,31,87.8,0.6,7.03,11.9,5.3,8.1,3.6,2023-07-02T13:50:30-07:00,281,18.3,8.2,7.8,3.5,306,28,3.1,6.9
13.1,0,az01,Tucson,1,2023-07-02T15:00:00Z,183,1500,2023,-0.7,30.7,1,0.04,31.3,88.4,0,0,7,3.18,76,41.2,106.2,40.1,104.2,31,87.8,0.58,7.26,12.3,5.5,8.5,3.8,2023-07-02T14:32:00-07:00,278,15.7,7,8.5,3.8,287,26,3.4,7.6
13.1,0,az01,Tucson,1,2023-07-02T16:00:00Z,183,1600,2023,-1.2,29.9,0.9,0.03,31.4,88.5,0,0,7,2.67,63.81,41.4,106.5,41,105.8,30.9,87.6,0.56,7.39,12.5,5.6,8.5,3.8,2023-07-02T15:54:40-07:00,252,16.3,7.3,8.5,3.8,291,26,3.4,7.6
13.1,0,az01,Tucson,1,2023-07-02T17:00:00Z,183,1700,2023,-1.4,29.4,0.7,0.03,31.4,88.5,0,0,7,2.02,48.28,41.4,106.5,41.5,106.7,30.9,87.6,0.55,7.37,12.5,5.6,7.6,3.4,2023-07-02T16:08:30-07:00,275,16.1,7.2,7.8,3.5,289,26,3.1,6.9
13.05,0,az01,Tucson,1,2023-07-02T18:00:00Z,183,1800,2023,-1.4,29.4,0.4,0.02,31.2,88.1,0,0,7,1.28,30.59,41,105.8,41.6,106.9,31,87.8,0.55,7.23,11.6,5.2,7.4,3.3,2023-07-02T17:47:50-07:00,293,16.3,7.3,7.4,3.3,283,22,3.1,6.9
12.87,0,az01,Tucson,1,2023-07-02T19:00:00Z,183,1900,2023,-1.2,29.9,0.2,0.01,30.8,87.4,0,0,8,0.54,12.91,40,104,41.1,106,31,87.8,0.56,6.83,10.7,4.8,7.4,3.3,2023-07-02T18:30:10-07:00,296,15.2,6.8,7.4,3.3,304,21,3.1,6.9
12.82,0,az01,Tucson,1,2023-07-02T20:00:00Z,183,2000,2023,-1.2,29.9,0.2,0.01,29.9,85.9,0,0,8,0.06,1.43,38.2,100.8,40.3,104.5,31.1,88,0.56,6.14,8.5,3.8,4.9,2.2,2023-07-02T19:07:00-07:00,322,14.1,6.3,4.9,2.2,311,21,2,4.5
12.79,0,az01,Tucson,1,2023-07-02T21:00:00Z,183,2100,2023,-0.7,30.7,0.1,0,31.1,88,0,0,10,0,0,35.9,96.6,39.3,102.7,31.1,88,0.58,5.34,4.7,2.1,3.4,1.5,2023-07-02T20:09:50-07:00,303,5.8,2.6,3.4,1.5,303,16,1.5,3.4
12.77,0,az01,Tucson,1,2023-07-02T22:00:00Z,183,2200,2023,-0.7,30.7,0.1,0,31.1,88,0,0,10,0,0,35.9,96.6,38.3,100.9,31.2,88.2,0.58,5.32,5.8,2.6,3.6,1.6,2023-07-02T21:47:10-07:00,324,9.2,4.1,3.6,1.6,318,23,1.5,3.4
12.75,0,az01,Tucson,1,2023-07-02T23:00:00Z,183,2300,2023,0.2,32.4,0.1,0,29.6,85.3,0,0,11,0,0,34.4,93.9,37.4,99.3,31.3,88.3,0.62,4.81,5.8,2.6,4,1.8,2023-07-02T22:55:10-07:00,256,8.1,3.6,4,1.8,275,28,1.6,3.6
13.04,0,az02,Yuma Valley,1,2023-07-01T19:00:00Z,182,1900,2023,6.2,43.2,0.3,0.01,31.7,89,0,0,12,0,16.97,40.8,105.4,35.2,95.4,26.2,79.2,0.95,6.74,9.2,4.1,7.2,3.2,2023-07-01T18:11:10-07:00,206,11,4.9,7.2,3.2,201,10,3.1,6.9
12.9,0,az02,Yuma Valley,1,2023-07-01T20:00:00Z,182,2000,2023,7.5,45.6,0.2,0.01,30.1,86.2,0,0,16,0,3.35,37.2,99,34.6,94.3,26.2,79.2,1.04,5.32,5.8,2.6,4.5,2,2023-07-01T19:00:10-07:00,206,6,2.7,4.5,2,204,10,2,4.5
12.85,0,az02,Yuma Valley,1,2023-07-01T21:00:00Z,182,2100,2023,8.4,47.1,0.1,0.01,29.8,85.6,0,0,22,0,0,33.5,92.3,33.8,92.8,26.3,79.3,1.1,4.07,8.1,3.6,5.1,2.3,2023-07-01T20:22:00-07:00,210,8.9,4,4.9,2.2,213,12,2.2,4.9
12.8,0,az02,Yuma Valley,1,2023-07-01T22:00:00Z,182,2200,2023,8.6,47.5,0.1,0,27.1,80.9,0,0,25,0,0,30.9,87.6,33,91.4,26.3,79.3,1.12,3.35,3.8,1.7,2.7,1.2,2023-07-01T21:17:20-07:00,225,4.7,2.1,2.7,1.2,223,21,1.1,2.5
12.77,0,az02,Yuma Valley,1,2023-07-01T23:00:00Z,182,2300,2023,9.4,48.9,0.1,0,24.2,75.6,0,0,32,0,0,27.8,82,32.1,89.8,26.3,79.3,1.18,2.55,4.9,2.2,1.3,0.6,2023-07-01T22:39:30-07:00,50,5.6,2.5,1.3,0.6,65,37,0.4,0.9
12.74,0,az02,Yuma Valley,1,2023-07-01T23:59:59Z,182,2400,2023,10,50,0.1,0,23,73.5,0,0,35,0,0,26.6,79.9,31.3,88.3,26.3,79.3,1.23,2.25,4.3,1.9,2.2,1,2023-07-01T23:21:20-07:00,46,4.9,2.2,2.2,1,27,34,0.8,1.8
12.73,0,az02,Yuma Valley,1,2023-07-02T01:00:00Z,183,0100,2023,10,50,0,0,22.5,72.6,0,0,36,0,0,26.1,79,30.6,87.1,26.4,79.5,1.23,2.15,3.6,1.6,1.1,0.5,2023-07-02T00:47:20-07:00,324,4.3,1.9,1.3,0.6,332,21,0.5,1.1
12.7,0,az02,Yuma Valley,1,2023-07-02T02:00:00Z,183,0200,2023,11,51.7,0,0,22.1,71.7,0,0,41,0,0,25.4,77.7,29.9,85.8,26.4,79.5,1.31,1.94,3.1,1.4,0.4,0.2,2023-07-02T01:06:10-07:00,318,3.6,1.6,0.4,0.2,121,36,0,0
12.68,0,az02,Yuma Valley,1,2023-07-02T03:00:00Z,183,0300,2023,10.5,50.9,0,0,20.1,68.2,0,0,43,0,0,23.6,74.5,29.3,84.7,26.5,79.7,1.27,1.65,2.2,1,0.2,0.1,2023-07-02T02:01:10-07:00,142,2.5,1.1,0.2,0.1,160,22,0,0
12.65,0,az02,Yuma Valley,1,2023-07-02T04:00:00Z,183,0400,2023,10,50,0,0,19.5,67.1,0,0,44,0,0,23,73.4,28.7,83.7,26.5,79.7,1.23,1.57,3.4,1.5,0.9,0.4,2023-07-02T03:17:40-07:00,33,3.6,1.6,0.9,0.4,359,14,0.3,0.7
12.62,0,az02,Yuma Valley,1,2023-07-02T05:00:00Z,183,0500,2023,8.4,47.1,0,0,20.6,69.1,0,0,36,0,0,24.4,75.9,28.1,82.6,26.5,79.7,1.1,1.96,2.5,1.1,0.4,0.2,2023-07-02T04:37:00-07:00,316,2.9,1.3,0.4,0.2,323,12,0.2,0.4
12.6,0,az02,Yuma Valley,1,2023-07-02T06:00:00Z,183,0600,2023,9.3,48.7,0,0,20.9,69.6,0,0,43,0,0.72,22.6,72.7,27.6,81.7,26.5,79.7,1.17,1.58,2.7,1.2,0.4,0.2,2023-07-02T05:47:20-07:00,8,2.9,1.3,0.4,0.2,360,8,0.2,0.4
12.68,0,az02,Yuma Valley,1,2023-07-02T07:00:00Z,183,0700,2023,9.3,48.7,0,0,22.8,73,0,0,37,0,9.8,25.2,77.4,27.1,80.8,26.5,79.7,1.17,2.05,0.7,0.3,0,0,2023-07-02T06:00:10-07:00,18,1.8,0.8,0,0,317,3,0,0
13.01,0,az02,Yuma Valley,1,2023-07-02T08:00:00Z,183,0800,2023,6.2,43.2,0.2,0.01,26,78.7,0,0,22,0,25.33,30.2,86.4,26.9,80.4,26.5,79.7,0.95,3.33,3.8,1.7,0.9,0.4,2023-07-02T08:00:00-07:00,189,5.1,2.3,0.9,0.4,159,18,0.3,0.7
13.61,0,az02,Yuma Valley,1,2023-07-02T09:00:00Z,183,0900,2023,7.3,45.1,0.5,0.02,27.2,81,0,0,22,0,41.59,32,89.6,27.2,81,26.5,79.7,1.02,3.73,11.4,5.1,8.1,3.6,2023-07-02T08:43:30-07:00,177,14.3,6.4,8.1,3.6,166,14,3.5,7.8
13.75,0,az02,Yuma Valley,1,2023-07-02T10:00:00Z,183,1000,2023,8,46.3,0.7,0.03,28.6,83.4,0,0,20,2.36,56.41,34.2,93.6,27.9,82.2,26.5,79.7,1.07,4.31,11.9,5.3,9.2,4.1,2023-07-02T09:44:00-07:00,142,14.3,6.4,9.4,4.2,156,15,4,8.9
13.54,0,az02,Yuma Valley,1,2023-07-02T11:00:00Z,183,1100,2023,12.2,53.9,0.9,0.03,30.1,86.1,0,0,24,2.86,68.36,36,96.8,29,84.2,26.5,79.7,1.42,4.51,12.3,5.5,10.3,4.6,2023-07-02T11:00:00-07:00,177,14.5,6.5,10.3,4.6,167,18,4.4,9.8
13.22,0,az02,Yuma Valley,1,2023-07-02T12:00:00Z,183,1200,2023,13,55.4,1,0.04,31,87.7,0,0,23,3.22,76.96,37.6,99.7,30.2,86.4,26.5,79.7,1.5,5.01,12.5,5.6,9.8,4.4,2023-07-02T11:58:30-07:00,181,15.4,6.9,9.8,4.4,170,17,4.2,9.4
13.17,0,az02,Yuma Valley,1,2023-07-02T13:00:00Z,183,1300,2023,12.4,54.3,1,0.04,31.6,88.9,0,0,20,3.4,81.26,39.1,102.4,31.5,88.7,26.5,79.7,1.44,5.61,11.4,5.1,8.7,3.9,2023-07-02T12:21:10-07:00,184,14.3,6.4,8.7,3.9,171,21,3.7,8.3
13.16,0,az02,Yuma Valley,1,2023-07-02T14:00:00Z,183,1400,2023,12.2,53.9,1,0.04,32.2,90,0,0,19,3.36,80.31,40.5,104.9,32.9,91.2,26.4,79.5,1.42,6.16,10.5,4.7,8.3,3.7,2023-07-02T13:54:00-07:00,204,14.3,6.4,8.3,3.7,181,23,3.4,7.6
13.12,0,az02,Yuma Valley,1,2023-07-02T15:00:00Z,183,1500,2023,11.5,52.7,1,0.04,32.5,90.4,0,0,17,3.11,74.33,41.3,106.3,34,93.2,26.4,79.5,1.36,6.55,11.9,5.3,8.7,3.9,2023-07-02T14:52:50-07:00,195,15,6.7,8.7,3.9,197,18,3.7,8.3
13.09,0,az02,Yuma Valley,1,2023-07-02T16:00:00Z,183,1600,2023,11,51.7,0.8,0.03,32.6,90.7,0,0,16,2.67,63.81,41.9,107.4,34.9,94.8,26.4,79.5,1.31,6.87,11.6,5.2,8.1,3.6,2023-07-02T15:57:10-07:00,193,13.6,6.1,8.1,3.6,192,19,3.4,7.6
13.08,0,az02,Yuma Valley,1,2023-07-02T17:00:00Z,183,1700,2023,9.8,49.6,0.7,0.03,32.7,90.9,0,0,14,2.06,49.24,42.5,108.5,35.4,95.7,26.4,79.5,1.21,7.19,11,4.9,8.1,3.6,2023-07-02T16:28:10-07:00,194,14.5,6.5,8.1,3.6,204,21,3.3,7.4
13.09,0,az02,Yuma Valley,1,2023-07-02T18:00:00Z,183,1800,2023,8.8,47.8,0.5,0.02,32.4,90.3,0,0,14,1.39,33.22,42,107.6,35.5,95.9,26.3,79.3,1.13,7.08,10.7,4.8,8.1,3.6,2023-07-02T17:00:10-07:00,198,12.3,5.5,7.8,3.5,206,12,3.5,7.8
13.04,0,az02,Yuma Valley,1,2023-07-02T19:00:00Z,183,1900,2023,8,46.3,0.3,0.01,31.8,89.2,0,0,14,0.71,16.97,40.7,105.3,35.2,95.4,26.3,79.3,1.07,6.6,8.5,3.8,6.7,3,2023-07-02T18:00:50-07:00,207,10.1,4.5,6.7,3,208,10,2.9,6.5
12.9,0,az02,Yuma Valley,1,2023-07-02T20:00:00Z,183,2000,2023,9.1,48.5,0.1,0,30.3,86.5,0,0,18,0.14,3.35,37.2,99,34.6,94.3,26.3,79.3,1.16,5.22,6.3,2.8,3.6,1.6,2023-07-02T19:05:10-07:00,208,6.9,3.1,3.6,1.6,222,15,1.5,3.4
12.84,0,az02,Yuma Valley,1,2023-07-02T21:00:00Z,183,2100,2023,11.2,52.1,0.1,0,29.9,85.7,0,0,26,0,0,33.2,91.8,33.8,92.8,26.4,79.5,1.33,3.76,4,1.8,2,0.9,2023-07-02T20:41:20-07:00,269,5.6,2.5,2,0.9,241,21,0.8,1.8
12.8,0,az02,Yuma Valley,1,2023-07-02T22:00:00Z,183,2200,2023,12.2,53.9,0.1,0,28,82.4,0,0,32,0,0,31.1,88,33,91.4,26.4,79.5,1.42,3.08,3.1,1.4,1.1,0.5,2023-07-02T21:02:00-07:00,223,4,1.8,1.1,0.5,237,13,0.5,1.1
12.76,0,az02,Yuma Valley,1,2023-07-02T23:00:00Z,183,2300,2023,13.1,55.6,0,0,24.6,76.3,0,0,41,0,0,27.6,81.7,32.2,90,26.4,79.5,1.51,2.18,2,0.9,0,0,2023-07-02T22:16:40-07:00,87,2.7,1.2,0,0,82,3,0,0
12.81,0,az04,Safford,1,2023-07-01T19:00:00Z,182,1900,2023,-0.2,31.6,0.2,0.01,30.1,86.2,0,0,9,0.54,12.91,38.4,101.1,34.6,94.3,29.4,84.9,0.6,6.17,6.5,2.9,4,1.8,2023-07-01T18:18:10-07:00,312,8.3,3.7,0,1.8,282,15,1.8,4
12.78,0,az04,Safford,1,2023-07-01T20:00:00Z,182,2000,2023,-0,32,0.1,0.01,28.4,83.1,0,0,11,0.06,1.43,35,95,34.6,94.3,29.4,84.9,0.61,5.01,8.5,3.8,4.5,2,2023-07-01T19:43:20-07:00,279,11.2,5,0,2,292,11,2,4.5
12.76,0,az04,Safford,1,2023-07-01T21:00:00Z,182,2100,2023,-0.5,31.1,0.2,0.01,28.7,83.6,0,0,11,0,0,33.5,92.3,34.3,93.7,29.4,84.9,0.59,4.57,10.1,4.5,7.6,3.4,2023-07-01T20:54:30-07:00,315,12.8,5.7,0,3.4,314,13,3.3,7.4
12.74,0,az04,Safford,1,2023-07-01T22:00:00Z,182,2200,2023,-0.5,31.1,0.2,0.01,27.6,81.7,0,0,12,0,0,32.4,90.3,33.9,93,29.4,84.9,0.59,4.27,9.6,4.3,7.8,3.5,2023-07-01T21:31:10-07:00,316,11.6,5.2,0,3.5,315,12,3.4,7.6
12.72,0,az04,Safford,1,2023-07-01T23:00:00Z,182,2300,2023,0.2,32.4,0.1,0.01,25.8,78.4,0,0,14,0,0,30.5,86.9,33.5,92.3,29.4,84.9,0.62,3.75,8.9,4,7.6,3.4,2023-07-01T22:54:40-07:00,318,12.3,5.5,0,3.4,318,12,3.3,7.4
12.72,0,az04,Safford,1,2023-07-01T23:59:59Z,182,2400,2023,-0.5,31.1,0.2,0.01,25.2,77.4,0,0,14,0,0,30,86,33.1,91.6,29.5,85.1,0.59,3.64,10.3,4.6,8.3,3.7,2023-07-01T23:37:30-07:00,315,13.4,6,0,3.7,315,11,3.7,8.3
12.69,0,az04,Safford,1,2023-07-02T01:00:00Z,183,0100,2023,-0.7,30.7,0.1,0,24,75.3,0,0,15,0,0,28.8,83.8,32.7,90.9,29.5,85.1,0.58,3.37,9.2,4.1,6.7,3,2023-07-02T00:04:30-07:00,315,11.6,5.2,0,2.9,317,12,2.9,6.5
12.68,0,az04,Safford,1,2023-07-02T02:00:00Z,183,0200,2023,-1,30.3,0.1,0,22.8,73,0,0,15,0,0,27.6,81.7,32.4,90.3,29.5,85.1,0.57,3.12,4.7,2.1,3.1,1.4,2023-07-02T01:01:10-07:00,326,6.3,2.8,0,1.4,321,13,1.3,2.9
12.66,0,az04,Safford,1,2023-07-02T03:00:00Z,183,0300,2023,0.2,32.4,0.1,0,20.2,68.4,0,0,20,0,0,24.9,76.8,32,89.6,29.5,85.1,0.62,2.53,4.7,2.1,3.4,1.5,2023-07-02T02:04:50-07:00,305,5.6,2.5,0,1.4,296,10,1.4,3.1
12.65,0,az04,Safford,1,2023-07-02T04:00:00Z,183,0400,2023,0.2,32.4,0.1,0,19.3,66.8,0,0,20,0,0,24.1,75.4,31.6,88.9,29.6,85.3,0.62,2.39,4.3,1.9,2.2,1,2023-07-02T03:33:30-07:00,351,6,2.7,0,1,344,14,1,2.2
12.64,0,az04,Safford,1,2023-07-02T05:00:00Z,183,0500,2023,0.4,32.8,0.1,0,20.1,68.2,0,0,20,0,0,24.8,76.6,31.2,88.2,29.6,85.3,0.63,2.51,6,2.7,4,1.8,2023-07-02T04:20:50-07:00,331,7.6,3.4,0,1.8,300,42,1.3,2.9
12.63,0,az04,Safford,1,2023-07-02T06:00:00Z,183,0600,2023,2.5,36.4,0.1,0,19.8,67.6,0,0,28,0.11,2.63,22,71.6,30.9,87.6,29.6,85.3,0.73,1.91,5.4,2.4,3.1,1.4,2023-07-02T05:33:50-07:00,202,6.3,2.8,0,1.4,187,19,1.3,2.9
12.62,0,az04,Safford,1,2023-07-02T07:00:00Z,183,0700,2023,4.3,39.7,0,0,21.1,70.1,0,0,29,0.44,10.52,23.6,74.5,30.6,87.1,29.6,85.3,0.83,2.09,3.6,1.6,0.9,0.4,2023-07-02T06:17:20-07:00,146,4,1.8,0,0.4,135,18,0.4,0.9
12.62,0,az04,Safford,1,2023-07-02T08:00:00Z,183,0800,2023,3.2,37.8,0.3,0.01,24.1,75.4,0,0,21,1.32,31.55,27.8,82,30.3,86.5,29.6,85.3,0.77,2.96,3.8,1.7,1.3,0.6,2023-07-02T07:23:40-07:00,57,4.5,2,0,0.6,35,15,0.6,1.3
13.02,0,az04,Safford,1,2023-07-02T09:00:00Z,183,0900,2023,4.1,39.4,0.5,0.02,26.7,80.1,0,0,18,2.12,50.67,31.7,89.1,30.2,86.4,29.6,85.3,0.82,3.85,6.7,3,3.8,1.7,2023-07-02T08:39:50-07:00,331,8.1,3.6,0,1.7,329,24,1.6,3.6
13.34,0,az04,Safford,1,2023-07-02T10:00:00Z,183,1000,2023,3.2,37.8,0.8,0.03,28.7,83.6,0,0,14,2.75,65.73,35.1,95.2,30.3,86.5,29.6,85.3,0.77,4.88,9.4,4.2,7.8,3.5,2023-07-02T09:58:30-07:00,306,11.6,5.2,0,3.5,315,15,3.4,7.6
12.87,0,az04,Safford,1,2023-07-02T11:00:00Z,183,1100,2023,2.3,36.1,1,0.04,29.7,85.4,0,0,11,3.24,77.44,37.2,99,30.7,87.3,29.6,85.3,0.72,5.64,11.2,5,8.9,4,2023-07-02T10:55:40-07:00,315,14.3,6.4,8.9,4,314,13,3.9,8.7
12.83,0,az04,Safford,1,2023-07-02T12:00:00Z,183,1200,2023,1.5,34.7,1,0.04,30.4,86.7,0,0,10,3.55,84.85,38.8,101.8,31.2,88.2,29.6,85.3,0.68,6.25,10.5,4.7,6.9,3.1,2023-07-02T11:04:40-07:00,323,12.3,5.5,6.9,3.1,311,20,2.9,6.5
12.8,0,az04,Safford,1,2023-07-02T13:00:00Z,183,1300,2023,-0,32,1.1,0.04,31.1,87.9,0,0,8,3.66,87.48,40.5,104.9,31.9,89.4,29.6,85.3,0.61,6.97,9.6,4.3,5.6,2.5,2023-07-02T12:50:30-07:00,317,14.1,6.3,5.6,2.5,314,35,2,4.5
12.76,0,az04,Safford,1,2023-07-02T14:00:00Z,183,1400,2023,-1.7,29,1.1,0.04,31.2,88.2,0,0,7,3.5,83.65,41.2,106.2,32.6,90.7,29.6,85.3,0.54,7.34,13,5.8,7.4,3.3,2023-07-02T13:16:10-07:00,311,16.3,7.3,7.2,3.2,296,33,2.7,6
12.73,0,az04,Safford,1,2023-07-02T15:00:00Z,183,1500,2023,-1.2,29.9,1,0.04,31.4,88.6,0,0,7,3.18,76,41.6,106.9,33.4,92.1,29.6,85.3,0.56,7.49,12.8,5.7,7.2,3.2,2023-07-02T14:20:50-07:00,267,15.9,7.1,7.2,3.2,256,30,2.8,6.3
12.71,0,az04,Safford,1,2023-07-02T16:00:00Z,183,1600,2023,-2.7,27.1,0.8,0.03,31.5,88.6,0,0,6,2.67,63.81,41.8,107.2,34,93.2,29.6,85.3,0.5,7.6,12.3,5.5,7.8,3.5,2023-07-02T15:09:00-07:00,309,19,8.5,7.8,3.5,310,24,3.2,7.2
12.7,0,az04,Safford,1,2023-07-02T17:00:00Z,183,1700,2023,-1.7,29,0.7,0.03,31.4,88.5,0,0,7,2.01,48.04,41.4,106.5,34.5,94.1,29.5,85.1,0.54,7.39,16.1,7.2,9.4,4.2,2023-07-02T16:19:30-07:00,270,19.2,8.6,9.6,4.3,295,27,3.8,8.5
12.68,0,az04,Safford,1,2023-07-02T18:00:00Z,183,1800,2023,-0,32,0.5,0.02,30.9,87.6,0,0,8,1.23,29.4,40.1,104.2,34.9,94.8,29.5,85.1,0.61,6.8,15,6.7,10.5,4.7,2023-07-02T17:49:40-07:00,320,17.7,7.9,10.3,4.6,309,14,4.5,10.1
12.67,0,az04,Safford,1,2023-07-02T19:00:00Z,183,1900,2023,0.4,32.8,0.3,0.01,30.1,86.2,0,0,9,0.52,12.43,38.3,100.9,35,95,29.5,85.1,0.63,6.1,13.4,6,9.6,4.3,2023-07-02T18:15:20-07:00,304,16.8,7.5,9.6,4.3,312,13,4.2,9.4
